BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199601,19,700,199601,19,1800,2051615,5569802,PENNSYLVANIA,42,1996,January,Flash Flood,C,123,WARREN,CTP,19-JAN-96 07:00:00,EST,19-JAN-96 18:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199601,19,730,199601,19,1800,2051616,5569803,PENNSYLVANIA,42,1996,January,Flash Flood,C,113,SULLIVAN,CTP,19-JAN-96 07:30:00,EST,19-JAN-96 18:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199601,19,800,199601,19,1800,2051617,5569805,PENNSYLVANIA,42,1996,January,Flash Flood,C,21,CAMBRIA,CTP,19-JAN-96 08:00:00,EST,19-JAN-96 18:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199601,19,800,199601,19,1800,1025905,5569806,PENNSYLVANIA,42,1996,January,Flash Flood,C,27,CENTRE,CTP,19-JAN-96 08:00:00,EST,19-JAN-96 18:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199601,19,800,199601,19,1800,2051618,5569807,PENNSYLVANIA,42,1996,January,Flash Flood,C,33,CLEARFIELD,CTP,19-JAN-96 08:00:00,EST,19-JAN-96 18:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199601,19,800,199601,19,1800,2051619,5569808,PENNSYLVANIA,42,1996,January,Flash Flood,C,47,ELK,CTP,19-JAN-96 08:00:00,EST,19-JAN-96 18:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199601,19,800,199601,19,1800,2051620,5569809,PENNSYLVANIA,42,1996,January,Flash Flood,C,57,FULTON,CTP,19-JAN-96 08:00:00,EST,19-JAN-96 18:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199601,19,800,199601,19,1800,2051621,5569810,PENNSYLVANIA,42,1996,January,Flash Flood,C,61,HUNTINGDON,CTP,19-JAN-96 08:00:00,EST,19-JAN-96 18:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,NA,NA,PDC
199601,18,2320,199601,19,300,2029265,5537439,PENNSYLVANIA,42,1996,January,Flash Flood,C,39,CRAWFORD,CLE,18-JAN-96 23:20:00,EST,19-JAN-96 03:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MEADVILLE,NA,NA,MEADVILLE,NA,NA,NA,NA,NA,NA,PDC
199602,28,100,199602,28,130,1001016,5541259,PENNSYLVANIA,42,1996,February,Flash Flood,C,19,BUTLER,PBZ,28-FEB-96 01:00:00,EST,28-FEB-96 01:30:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARMONY,NA,NA,HARMONY,NA,NA,NA,NA,Small streams and some roads were flooded near Harmony.,NA,PDC
199601,19,800,199601,19,1800,1025903,5569804,PENNSYLVANIA,42,1996,January,Flash Flood,C,13,BLAIR,CTP,19-JAN-96 08:00:00,EST,19-JAN-96 18:00:00,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTYWIDE,NA,NA,COUNTYWIDE,NA,NA,NA,NA,"Two people died in Blair County.  One was a drowning directly related to the flooding, and the second a heart attack.  A 17 year male was walking home from a store near Geeseytown when he was trapped by rising water on the Frankstown branch of the Juniata River.  Rescue attempts by jet ski and helicopter failed when the youth was unable to hold onto a rope in the ice cold water.  The second death occurred when water surrounded a residence and a 68 year old woman died of a heart attack.",NA,PDC
